episode,map,scen,agents,reward,completed,completion_rate,collisions,recovery_invocations,recovery_forced,recovery_resolved,recovery_wasted,recovery_preemptive,recovery_preemptive_success,risk_steps,risk_steps_acted,warning_steps,intervention_rate,errors_injected,handovers_completed,retired_recalled,action_override_rate,gradient_agreement,mean_hops_remaining,loss_goal,loss_safety,loss_integrity,loss_rescue,loss_time
87,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed1.csv,25,-7754.6999753415585,25,1.0,0,0,0,0,378,0,0,0,0,0,0.0,3,2,3,0.05415936099746737,0.4208065458796026,0.0,1.0200869725607715,0.001257170140739178,1.7498387863542315,0.019723295765320413,0.009954062787947532
88,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed5.csv,55,-12844.32682660222,55,1.0,0,21,0,0,374,21,20,21,21,21,1.0,2,2,1,0.05883631620897036,0.4256213317875516,0.0,1.0321825703810514,0.0008843825470256205,1.7511109200358745,0.01721285473450945,0.00813823692986461
89,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed2.csv,55,-4134.768971443176,55,1.0,0,16,0,0,237,16,13,16,16,16,1.0,3,3,1,0.04903567376780537,0.43476616664565737,0.0,1.0431817375170958,0.0012717579065078496,1.7531729708811281,0.014899454601642482,0.009049174388677004
90,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed5.csv,55,-10585.858405023813,55,1.0,0,24,0,0,249,24,22,24,24,24,1.0,1,1,0,0.0365140818340545,0.4495559098155318,0.0,1.0578011687406723,0.0006852747220340702,1.776600144803524,0.014489983969586633,0.008673677389712045
91,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed8.csv,25,-10329.800132155418,23,0.92,0,0,0,0,391,0,0,0,0,0,0.0,2,1,1,0.02879050925925926,0.4693287037037037,12.0,1.0632212376747376,0.0008422266321441058,1.7873310029506684,0.013599610614859942,0.007854968548655542
92,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed5.csv,55,-2033.9751856923103,55,1.0,1,24,0,1,234,23,21,24,24,23,1.0,5,5,4,0.03453070683661645,0.46917728852838936,0.0,1.0786456310080375,0.0011630176765871825,1.8109092375757154,0.013478201458958661,0.008789971970945842
93,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed4.csv,25,-2203.5621152222157,25,1.0,0,6,0,0,120,6,6,6,6,6,1.0,1,1,1,0.023113338902812586,0.492620439988861,0.0,1.0801459504025324,0.001641675609817282,1.7998930769307273,0.013227850004670926,0.008583025677990009
94,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed7.csv,55,-7605.693129956722,54,0.9818181818181818,1,7,0,1,347,6,6,7,7,6,1.0,1,1,1,0.015391621129326048,0.48570127504553734,16.150001525878906,1.086098823715479,0.002481336289886899,1.862473072913977,0.014874550682272824,0.00853481042514688
95,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed1.csv,25,-1622.5000044107437,25,1.0,0,0,0,0,159,0,0,0,0,0,0.0,0,0,0,0.016831683168316833,0.5168316831683168,0.0,1.092987225890833,0.00231232119334901,1.8350336605546165,0.013408927286720856,0.009406331085070416
96,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed4.csv,25,-1857.2304716780782,25,1.0,0,8,0,0,260,8,7,8,8,8,1.0,4,3,4,0.02378616969102501,0.5063756743501716,0.0,1.0943819010827323,0.002068949656770089,1.8282385098242515,0.013746248560671349,0.010156717293778149
97,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed2.csv,55,-0.9185139834880829,55,1.0,0,19,0,0,140,19,18,19,19,19,1.0,0,0,0,0.009939393939393939,0.5410909090909091,0.0,1.1077215381381798,0.0015739099387414854,1.8242348806599369,0.01581068894324344,0.00895833872558279
98,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed8.csv,55,-1372.707266241312,55,1.0,0,10,0,0,189,10,8,10,10,10,1.0,1,1,0,0.009044477548414556,0.5592679293466695,0.0,1.11560562024699,0.001679292719787332,1.8650625132132268,0.012639631411345945,0.009582460028815106
99,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed8.csv,25,321.84970876574516,25,1.0,0,6,0,0,87,6,6,6,6,6,1.0,1,1,1,0.016839741790625876,0.5450463092899243,0.0,1.118769951792427,0.0016329987066562549,1.8278736906610566,0.014130630842018845,0.008552378794115361
100,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed4.csv,25,-453.8000311553478,25,1.0,0,7,0,0,161,7,6,7,7,7,1.0,2,2,2,0.006137658921525646,0.5822007891275757,0.0,1.1302859503192544,0.001425424106768302,1.8325822064672481,0.018896723499685724,0.008737690887932472
101,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed9.csv,55,-1778.9872936606407,54,0.9818181818181818,0,2,0,0,298,2,2,2,2,2,1.0,2,2,2,0.018432104526364908,0.5997433504433037,47.849998474121094,1.1378434455547577,0.0019869701447707763,1.8423013705473679,0.02030033624634528,0.008184144502737557
102,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed2.csv,25,899.0999844372272,25,1.0,0,1,0,0,74,1,1,1,1,1,1.0,0,0,0,0.002131287297527707,0.6138107416879796,0.0,1.149132792637727,0.0008070156481829136,1.8220531433542198,0.019313941475398236,0.008323715756504898
103,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed1.csv,55,1558.3996924236417,54,0.9818181818181818,0,2,0,0,89,2,2,2,2,2,1.0,2,1,1,0.005760826380611839,0.6321017083829956,0.0,1.1539075374603271,0.0009008294854127341,1.8103054277135129,0.017898781017958217,0.00846610891603179
104,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed6.csv,55,1297.024440728128,55,1.0,0,0,0,0,204,0,0,0,0,0,0.0,5,3,5,0.0064954682779456195,0.6475912856704511,0.0,1.159730776839369,0.001198595482594645,1.7696102793761126,0.022853593988142754,0.006897474787610273
105,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed2.csv,25,1747.8698781356215,25,1.0,0,1,0,0,150,1,1,1,1,1,1.0,5,4,5,0.003155569580309246,0.652887346165983,0.0,1.1661883397145314,0.0012336416883118619,1.786848440041413,0.027974147561246093,0.00666038034557566
106,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed5.csv,55,8831.601814240217,54,0.9818181818181818,0,22,0,0,44,22,21,22,22,22,1.0,3,2,1,0.0175715695952616,0.6227048371174728,0.0,1.1699045230815937,0.0007504388644937421,1.8102111186816063,0.026078634979199565,0.006417172097098168
107,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed6.csv,55,4945.580364048481,55,1.0,0,7,0,0,43,7,6,7,7,7,1.0,0,0,0,0.010812169977369876,0.6316318833291426,0.0,1.1938543980028116,0.0012014182727162002,1.8335016404881197,0.027309449389612578,0.004889493592519798
108,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed2.csv,25,1871.4999310672283,25,1.0,0,0,0,0,74,0,0,0,0,0,0.0,1,1,0,0.0,0.7342629482071713,0.0,1.1973007202148438,0.0012151500869689558,1.8253369748592376,0.02882885933754551,0.004978762860386828
109,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed9.csv,25,2669.400009930134,25,1.0,0,0,0,0,74,0,0,0,0,0,0.0,1,1,1,0.0,0.7274701411509229,0.0,1.2047519312027566,0.0022183888606759515,1.811858882474746,0.030177805091727843,0.0058891773951589696
110,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed0.csv,55,5274.184106081724,53,0.9636363636363636,1,21,1,1,157,21,13,21,21,21,1.0,1,0,0,0.14689416155691815,0.6768861636896828,4.0,1.2203396865954765,0.0013686251751970793,1.8134857411567982,0.02679775241004056,0.00522548635238262
111,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed0.csv,25,2747.2999329566956,25,1.0,0,0,0,0,18,0,0,0,0,0,0.0,0,0,0,0.005029337803855826,0.7535624476110645,0.0,1.2316657382508982,0.000837796045368083,1.8830258988815805,0.032237495127407347,0.004886460847224636
112,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed1.csv,55,6256.478583931923,55,1.0,0,4,0,0,22,4,4,4,4,4,1.0,0,0,0,0.004303599374021909,0.7222222222222222,0.0,1.228848134649211,0.0011790635637994298,1.7901990711688995,0.02433130209516909,0.004904912615890273
113,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed7.csv,55,5831.833054810762,54,0.9818181818181818,1,4,1,1,160,4,4,4,4,4,1.0,1,1,1,0.11923826011685783,0.7286301666305994,28.695000171661377,1.2454039246608049,0.0014329652348223111,1.8141702283651402,0.028546537973578524,0.005082676439521422
114,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed9.csv,55,5371.815370321274,53,0.9636363636363636,0,5,0,0,147,5,5,5,5,5,1.0,1,0,0,0.01880722593417471,0.6928977975748577,5.23594856262207,1.2633040367028652,0.0024862862923205635,1.7825101737792675,0.02849966531032642,0.005210045115881001
115,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed2.csv,55,8046.769701093435,55,1.0,1,11,0,1,27,10,9,11,11,10,1.0,1,1,1,0.016268980477223426,0.678416485900217,0.0,1.2988049228592675,0.0037547324125463805,1.8049883033969614,0.030696605816551214,0.006267967462629866
116,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed8.csv,25,3949.3101884126663,25,1.0,0,4,0,0,30,4,4,4,4,4,1.0,1,1,1,0.0,0.8,0.0,1.2968956582325022,0.00221883415768098,1.8129275822147881,0.028091072702036587,0.005591128908095344
117,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed7.csv,55,7505.702653050423,55,1.0,0,6,0,0,16,6,4,6,6,6,1.0,0,0,0,0.0036900369003690036,0.7788816349701958,0.0,1.2995535569531578,0.0022617416372278445,1.8318362312657492,0.027754660777834162,0.00616299157533961
118,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed5.csv,55,4915.902741968632,52,0.9454545454545454,2,39,1,2,87,38,25,39,39,38,1.0,1,1,1,0.11504249851749358,0.5827238584700534,10.166667143503824,1.3238876102826533,0.004267876303224628,1.7750033444319016,0.030884351989315734,0.005976077613759583
119,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed7.csv,25,3590.3751730695367,25,1.0,0,1,0,0,29,1,1,1,1,1,1.0,2,2,2,0.0019455252918287938,0.8093385214007782,0.0,1.3377024601345602,0.0050729088545326505,1.7311357177703486,0.031170029854096767,0.00850048268795709
120,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed3.csv,25,3554.320274055004,25,1.0,0,2,0,0,14,2,2,2,2,2,1.0,0,0,0,0.0,0.8411764705882353,0.0,1.3271594832340876,0.003907726837557372,1.7308346529801686,0.0331477458723081,0.00768123504324952
121,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed1.csv,55,7671.282864749432,55,1.0,0,1,0,0,18,1,1,1,1,1,1.0,0,0,0,0.00035842293906810036,0.8573476702508961,0.0,1.3521061951623243,0.002543009804499514,1.7515777033918045,0.02892192616921233,0.0068165125733631775
122,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed1.csv,55,6798.609456315637,53,0.9636363636363636,3,17,3,3,65,17,13,17,17,17,1.0,3,1,3,0.12800380680466333,0.7456578634308827,3.75,1.3563576796115973,0.005452957915729665,1.7303966042322991,0.031800909401070575,0.007913327053038535
123,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed1.csv,25,3667.499976873398,25,1.0,0,0,0,0,12,0,0,0,0,0,0.0,0,0,0,0.0020134228187919465,0.8322147651006712,0.0,1.3580727696418762,0.007023082363593858,1.675700455904007,0.030146527676915866,0.008127891943149734
124,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed7.csv,25,3980.8368590176105,25,1.0,0,1,0,0,29,1,1,1,1,1,1.0,3,2,2,0.0036079374624173183,0.8298256163559832,0.0,1.3824060811691012,0.005651578907405351,1.659078474570848,0.03313036856906562,0.009295258345879909
125,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed7.csv,25,4250.699934601784,25,1.0,0,0,0,0,17,0,0,0,0,0,0.0,0,0,0,0.0,0.8965021562050791,0.0,1.3921760222683215,0.00674200830797243,1.640438628115066,0.02958625934327644,0.012935054334588605
126,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed5.csv,25,5188.399970717728,25,1.0,0,0,0,0,17,0,0,0,0,0,0.0,2,1,2,0.00398406374501992,0.8950863213811421,0.0,1.3655863450396628,0.006307274711768211,1.6172380621234577,0.03134589485127782,0.009743656138631368
127,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed0.csv,55,6933.270716995001,54,0.9818181818181818,0,2,0,0,13,2,2,2,2,2,1.0,1,0,0,0.004665629860031105,0.8087091757387247,0.0,1.373482692050424,0.007404224179111755,1.6270117549335255,0.03140268530725423,0.011297951712189641
128,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed0.csv,25,3564.2999458909035,24,0.96,0,1,0,0,12,1,1,1,1,1,1.0,2,1,0,0.0110803324099723,0.8199445983379502,0.0,1.382942991322636,0.006616896765127141,1.5848652605087525,0.03249461675352607,0.011438517094147713
129,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed9.csv,25,4768.199966154993,25,1.0,0,0,0,0,16,0,0,0,0,0,0.0,1,1,1,0.0,0.8958228485153498,0.0,1.3877660398299878,0.005756417587155318,1.519313718034671,0.03570569750125007,0.012030777018494868
130,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed3.csv,25,3756.6999645233154,25,1.0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0.9356223175965666,0.0,1.3920264848291057,0.0017881230767870127,1.487621050174922,0.03211607339980132,0.008564385412458637
131,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed5.csv,55,7040.417870283127,54,0.9818181818181818,0,2,0,0,15,2,1,2,2,2,1.0,2,1,1,0.001139384732244588,0.8439042916824915,0.0,1.3860312368451935,0.005175257765473624,1.5009195466631466,0.04043510096159208,0.010922262015885711
132,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed2.csv,25,3629.499958962202,25,1.0,0,0,0,0,10,0,0,0,0,0,0.0,0,0,0,0.0038910505836575876,0.8521400778210116,0.0,1.3829185864156928,0.00439837846061884,1.473225536917852,0.03584219052741104,0.009850171511542544
133,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed5.csv,55,7086.815870165825,55,1.0,1,4,1,1,1,4,3,4,4,4,1.0,1,1,1,0.020167427701674276,0.8120243531202436,0.0,1.3957309973467686,0.005800097417652683,1.468752742952602,0.03920942748330272,0.009927760150467467
134,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed3.csv,25,3295.9167893975973,23,0.92,0,1,0,0,36,1,1,1,1,1,1.0,1,1,0,0.027221366204417053,0.844889573703133,7.382663726806641,1.404513363349132,0.007052014084060013,1.4071707251744392,0.03023293515054833,0.010104512364192395
135,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed4.csv,55,9515.233292937279,54,0.9818181818181818,2,4,2,2,27,4,3,4,4,4,1.0,0,0,0,0.10830945558739255,0.8739255014326648,13.0,1.4178516971759307,0.006552109406414111,1.3434768771513914,0.02917218596326865,0.011073572733006678
136,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed9.csv,25,6619.750060454011,25,1.0,0,1,0,0,8,1,1,1,1,1,1.0,5,4,3,0.0,0.9318416523235801,0.0,1.411604713404543,0.00618859993063259,1.3200043726175632,0.026916840640912466,0.012485385035529659
137,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed2.csv,55,6843.484874427319,54,0.9818181818181818,1,4,1,1,20,4,2,4,4,4,1.0,4,4,4,0.16585240421702238,0.7863203908459758,29.30500030517578,1.445739342004825,0.007322611743560022,1.258891172057543,0.027153883201446242,0.012180442161983452
138,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed3.csv,25,4110.099959939718,25,1.0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0.0008058017727639,0.9121676067687349,0.0,1.4564411399657267,0.005464177188131495,1.141272027764404,0.027939523950631713,0.01624661668922687
139,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed2.csv,25,3573.8999593257904,25,1.0,0,0,0,0,6,0,0,0,0,0,0.0,0,0,0,0.014625228519195612,0.8720292504570384,0.0,1.4581947360398635,0.00750480784276044,1.1835564923173976,0.025292475454611947,0.017248786321977364
140,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed0.csv,55,7201.3686837852,54,0.9818181818181818,1,1,1,1,2,1,1,1,1,1,1.0,1,0,0,0.007984969469234382,0.8464067637388445,0.0,1.4605420668919882,0.012801763417831223,1.1361462822982242,0.025056379035300953,0.011934712793057163
141,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed1.csv,55,7624.399797916412,55,1.0,0,1,0,0,0,1,1,1,1,1,1.0,0,0,0,0.001087547580206634,0.8667754214246873,0.0,1.4698071967987787,0.013192528780287137,1.1113282425062998,0.023049621947402125,0.013595473836176097
142,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed4.csv,55,7137.12378410995,54,0.9818181818181818,0,2,0,0,10,2,2,2,2,2,1.0,2,1,2,0.025897586815773983,0.6512654502648617,14.0,1.4877856249992665,0.009481768386747438,1.1089395523071288,0.023596218626409655,0.014055638884728511
143,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed4.csv,55,5006.422884017229,50,0.9090909090909091,2,2,2,2,10,2,1,2,2,2,1.0,0,0,0,0.09037261844545608,0.7937953127634463,3.174852752685547,1.5346842483068124,0.01340462089545513,1.038375302308645,0.022179547108224795,0.01563706128366996
144,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed7.csv,25,3821.5570735931396,23,0.92,2,5,1,2,5,4,1,5,5,4,1.0,1,0,0,0.2252707581227437,0.8267148014440433,2.241400718688965,1.510925022761027,0.019423813118275856,0.986137872055555,0.021872181072507,0.022999890549078535
145,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed6.csv,55,3606.1474610567093,50,0.9090909090909091,10,0,10,10,10,0,0,0,0,0,0.0,4,3,3,0.14931437277805992,0.5762516784960675,11.904611468315125,1.5453366018258607,0.023620874756418813,0.936273631071433,0.02018312972182008,0.024091282269457736
146,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed7.csv,55,9177.726157903671,55,1.0,0,1,0,0,4,1,1,1,1,1,1.0,0,0,0,0.0003489183531053733,0.9361479413817166,0.0,1.5515305995941162,0.027705064643713005,0.8823702312018498,0.01729257000953517,0.02669295551204852
147,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed7.csv,55,9933.299956530333,55,1.0,0,0,0,0,3,0,0,0,0,0,0.0,1,1,1,0.0003270111183780249,0.94865925441465,0.0,1.5381786477352892,0.02575623266407742,0.9051325717674834,0.020188979788323586,0.029199751669304014
148,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed4.csv,25,3573.216163188219,24,0.96,0,0,0,0,2,0,0,0,0,0,0.0,2,1,1,0.007862759113652609,0.8791994281629736,0.0,1.5515388565904953,0.030753134677241393,0.8318871017764596,0.015661187261444224,0.02769078014363699
149,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed6.csv,55,6462.3218757510185,54,0.9818181818181818,5,2,5,5,1,2,1,2,2,2,1.0,1,0,0,0.044976423648893725,0.7928908233587233,0.0,1.583539029403969,0.020889638006230126,0.8905812656437909,0.014649270917342855,0.028496233921463568
150,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed2.csv,55,9646.199934244156,55,1.0,0,1,0,0,1,1,1,1,1,1,1.0,1,1,1,0.0013481631277384564,0.9211324570273003,0.0,1.5990693785927512,0.03646696154034792,0.7970329311422326,0.01633513740021251,0.031776683375937864
