Tick,AgentId,X,Y,Z,DistanceTravelled
108,3,9.0,0.0,43.0,2.0
108,4,0.0,4.0,0.0,28.0
108,5,28.0,24.0,36.0,54.0
108,6,40.0,6.0,48.0,30.0
108,7,45.0,6.0,1.0,19.0
108,8,2.0,7.0,18.0,3.0
108,9,56.0,3.0,18.0,48.0
108,10,51.0,6.0,19.0,23.0
108,11,48.0,18.0,15.0,26.0
108,12,6.0,12.0,30.0,2.0
108,13,54.0,8.0,54.0,54.0
108,14,57.0,12.0,18.0,10.0
108,15,5.0,12.0,30.0,54.0
108,16,47.0,24.0,21.0,2.0
108,17,14.0,6.0,28.0,2.0
108,18,5.0,15.0,30.0,54.0
108,19,54.0,14.0,42.0,54.0
108,20,22.0,24.0,36.0,9.0
108,21,33.0,18.0,48.0,6.0
108,22,47.0,6.0,5.0,20.0
108,23,6.0,12.0,1.0,53.0
108,24,7.0,6.0,14.0,2.0
108,25,46.0,12.0,8.0,30.0
109,1,55.0,8.0,24.0,15.0
109,2,7.0,0.0,47.0,2.0
109,3,9.0,0.0,43.0,2.0
109,4,0.0,4.0,0.0,28.0
109,5,27.5,24.0,36.0,54.5
109,6,40.0,6.0,48.0,30.0
109,7,45.0,6.0,1.0,19.0
109,8,2.0,7.0,18.0,3.0
109,9,56.0,3.0,18.0,48.0
109,10,51.0,6.0,19.0,23.0
109,11,48.0,18.0,15.0,26.0
109,12,6.0,12.0,30.0,2.0
109,13,54.0,8.5,54.0,54.5
109,14,57.0,12.0,18.0,10.0
109,15,5.5,12.0,30.0,54.5
109,16,47.0,24.0,21.0,2.0
109,17,14.0,6.0,28.0,2.0
109,18,5.0,14.5,30.0,54.5
109,19,54.0,14.5,42.0,54.5
109,20,22.0,24.0,36.0,9.0
109,21,33.0,18.0,48.0,6.0
109,22,47.0,6.0,5.0,20.0
109,23,6.0,12.0,1.0,53.0
109,24,7.0,6.0,14.0,2.0
109,25,46.0,12.0,8.0,30.0
110,1,55.0,8.0,24.0,15.0
110,2,7.0,0.0,47.0,2.0
110,3,9.0,0.0,43.0,2.0
110,4,0.0,4.0,0.0,28.0
110,5,27.0,24.0,36.0,55.0
110,6,40.0,6.0,48.0,30.0
110,7,45.0,6.0,1.0,19.0
110,8,2.0,7.0,18.0,3.0
110,9,56.0,3.0,18.0,48.0
110,10,51.0,6.0,19.0,23.0
110,11,48.0,18.0,15.0,26.0
110,12,6.0,12.0,30.0,2.0
110,13,54.0,9.0,54.0,55.0
110,14,57.0,12.0,18.0,10.0
110,15,6.0,12.0,30.0,55.0
110,16,47.0,24.0,21.0,2.0
110,17,14.0,6.0,28.0,2.0
110,18,5.0,14.0,30.0,55.0
110,19,54.0,15.0,42.0,55.0
110,20,22.0,24.0,36.0,9.0
110,21,33.0,18.0,48.0,6.0
110,22,47.0,6.0,5.0,20.0
110,23,6.0,12.0,1.0,53.0
110,24,7.0,6.0,14.0,2.0
110,25,46.0,12.0,8.0,30.0
111,1,55.0,8.0,24.0,15.0
111,2,7.0,0.0,47.0,2.0
111,3,9.0,0.0,43.0,2.0
111,4,0.0,4.0,0.0,28.0
111,5,26.5,24.0,36.0,55.5
111,6,40.0,6.0,48.0,30.0
111,7,45.0,6.0,1.0,19.0
111,8,2.0,7.0,18.0,3.0
111,9,56.0,3.0,18.0,48.0
111,10,51.0,6.0,19.0,23.0
111,11,48.0,18.0,15.0,26.0
111,12,6.0,12.0,30.0,2.0
111,13,54.0,9.5,54.0,55.5
111,14,57.0,12.0,18.0,10.0
111,15,6.5,12.0,30.0,55.5
111,16,47.0,24.0,21.0,2.0
111,17,14.0,6.0,28.0,2.0
111,18,5.0,13.5,30.0,55.5
111,19,54.0,15.5,42.0,55.5
111,20,22.0,24.0,36.0,9.0
111,21,33.0,18.0,48.0,6.0
111,22,47.0,6.0,5.0,20.0
111,23,6.0,12.0,1.0,53.0
111,24,7.0,6.0,14.0,2.0
111,25,46.0,12.0,8.0,30.0
112,1,55.0,8.0,24.0,15.0
112,2,7.0,0.0,47.0,2.0
112,3,9.0,0.0,43.0,2.0
112,4,0.0,4.0,0.0,28.0
112,5,26.0,24.0,36.0,56.0
112,6,40.0,6.0,48.0,30.0
112,7,45.0,6.0,1.0,19.0
112,8,2.0,7.0,18.0,3.0
112,9,56.0,3.0,18.0,48.0
112,10,51.0,6.0,19.0,23.0
112,11,48.0,18.0,15.0,26.0
112,12,6.0,12.0,30.0,2.0
112,13,54.0,10.0,54.0,56.0
112,14,57.0,12.0,18.0,10.0
112,15,7.0,12.0,30.0,56.0
112,16,47.0,24.0,21.0,2.0
112,17,14.0,6.0,28.0,2.0
112,18,5.0,13.0,30.0,56.0
112,19,54.0,16.0,42.0,56.0
112,20,22.0,24.0,36.0,9.0
112,21,33.0,18.0,48.0,6.0
112,22,47.0,6.0,5.0,20.0
112,23,6.0,12.0,1.0,53.0
112,24,7.0,6.0,14.0,2.0
112,25,46.0,12.0,8.0,30.0
113,1,55.0,8.0,24.0,15.0
113,2,7.0,0.0,47.0,2.0
113,3,9.0,0.0,43.0,2.0
113,4,0.0,4.0,0.0,28.0
113,5,25.5,24.0,36.0,56.5
113,6,40.0,6.0,48.0,30.0
113,7,45.0,6.0,1.0,19.0
113,8,2.0,7.0,18.0,3.0
113,9,56.0,3.0,18.0,48.0
113,10,51.0,6.0,19.0,23.0
113,11,48.0,18.0,15.0,26.0
113,12,6.0,12.0,30.0,2.0
113,13,54.0,10.5,54.0,56.5
113,14,57.0,12.0,18.0,10.0
113,15,7.0,12.0,29.5,56.5
113,16,47.0,24.0,21.0,2.0
113,17,14.0,6.0,28.0,2.0
113,18,5.0,12.5,30.0,56.5
113,19,54.0,16.5,42.0,56.5
113,20,22.0,24.0,36.0,9.0
113,21,33.0,18.0,48.0,6.0
113,22,47.0,6.0,5.0,20.0
113,23,6.0,12.0,1.0,53.0
113,24,7.0,6.0,14.0,2.0
113,25,46.0,12.0,8.0,30.0
114,1,55.0,8.0,24.0,15.0
114,2,7.0,0.0,47.0,2.0
114,3,9.0,0.0,43.0,2.0
114,4,0.0,4.0,0.0,28.0
114,5,25.0,24.0,36.0,57.0
114,6,40.0,6.0,48.0,30.0
114,7,45.0,6.0,1.0,19.0
114,8,2.0,7.0,18.0,3.0
114,9,56.0,3.0,18.0,48.0
114,10,51.0,6.0,19.0,23.0
114,11,48.0,18.0,15.0,26.0
114,12,6.0,12.0,30.0,2.0
114,13,54.0,11.0,54.0,57.0
114,14,57.0,12.0,18.0,10.0
114,15,7.0,12.0,29.0,57.0
114,16,47.0,24.0,21.0,2.0
114,17,14.0,6.0,28.0,2.0
114,18,5.0,12.0,30.0,57.0
114,19,54.0,17.0,42.0,57.0
114,20,22.0,24.0,36.0,9.0
114,21,33.0,18.0,48.0,6.0
114,22,47.0,6.0,5.0,20.0
114,23,6.0,12.0,1.0,53.0
114,24,7.0,6.0,14.0,2.0
114,25,46.0,12.0,8.0,30.0
115,1,55.0,8.0,24.0,15.0
115,2,7.0,0.0,47.0,2.0
115,3,9.0,0.0,43.0,2.0
115,4,0.0,4.0,0.0,28.0
115,5,24.5,24.0,36.0,57.5
115,6,40.0,6.0,48.0,30.0
115,7,45.0,6.0,1.0,19.0
115,8,2.0,7.0,18.0,3.0
115,9,56.0,3.0,18.0,48.0
115,10,51.0,6.0,19.0,23.0
115,11,48.0,18.0,15.0,26.0
115,12,6.0,12.0,30.0,2.0
115,13,54.0,11.5,54.0,57.5
115,14,57.0,12.0,18.0,10.0
115,15,7.0,12.0,28.5,57.5
115,16,47.0,24.0,21.0,2.0
115,17,14.0,6.0,28.0,2.0
115,18,5.0,12.0,30.5,57.5
115,19,54.0,17.5,42.0,57.5
115,20,22.0,24.0,36.0,9.0
115,21,33.0,18.0,48.0,6.0
115,22,47.0,6.0,5.0,20.0
115,23,6.0,12.0,1.0,53.0
115,24,7.0,6.0,14.0,2.0
115,25,46.0,12.0,8.0,30.0
116,1,55.0,8.0,24.0,15.0
116,2,7.0,0.0,47.0,2.0
116,3,9.0,0.0,43.0,2.0
116,4,0.0,4.0,0.0,28.0
116,5,24.0,24.0,36.0,58.0
116,6,40.0,6.0,48.0,30.0
116,7,45.0,6.0,1.0,19.0
116,8,2.0,7.0,18.0,3.0
116,9,56.0,3.0,18.0,48.0
116,10,51.0,6.0,19.0,23.0
116,11,48.0,18.0,15.0,26.0
116,12,6.0,12.0,30.0,2.0
116,13,54.0,12.0,54.0,58.0
116,14,57.0,12.0,18.0,10.0
116,15,7.0,12.0,28.0,58.0
116,16,47.0,24.0,21.0,2.0
116,17,14.0,6.0,28.0,2.0
116,18,5.0,12.0,31.0,58.0
116,19,54.0,18.0,42.0,58.0
116,20,22.0,24.0,36.0,9.0
116,21,33.0,18.0,48.0,6.0
116,22,47.0,6.0,5.0,20.0
116,23,6.0,12.0,1.0,53.0
116,24,7.0,6.0,14.0,2.0
116,25,46.0,12.0,8.0,30.0
117,1,55.0,8.0,24.0,15.0
117,2,7.0,0.0,47.0,2.0
117,3,9.0,0.0,43.0,2.0
117,4,0.0,4.0,0.0,28.0
117,5,23.5,24.0,36.0,58.5
117,6,40.0,6.0,48.0,30.0
117,7,45.0,6.0,1.0,19.0
117,8,2.0,7.0,18.0,3.0
117,9,56.0,3.0,18.0,48.0
117,10,51.0,6.0,19.0,23.0
117,11,48.0,18.0,15.0,26.0
117,12,6.0,12.0,30.0,2.0
117,13,53.5,12.0,54.0,58.5
117,14,57.0,12.0,18.0,10.0
117,15,7.0,12.0,28.0,58.0
117,16,47.0,24.0,21.0,2.0
117,17,14.0,6.0,28.0,2.0
117,18,5.0,12.0,31.5,58.5
117,19,54.0,18.5,42.0,58.5
117,20,22.0,24.0,36.0,9.0
117,21,33.0,18.0,48.0,6.0
117,22,47.0,6.0,5.0,20.0
117,23,6.0,12.0,1.0,53.0
117,24,7.0,6.0,14.0,2.0
117,25,46.0,12.0,8.0,30.0
118,1,55.0,8.0,24.0,15.0
118,2,7.0,0.0,47.0,2.0
118,3,9.0,0.0,43.0,2.0
118,4,0.0,4.0,0.0,28.0
118,5,23.0,24.0,36.0,59.0
118,6,40.0,6.0,48.0,30.0
118,7,45.0,6.0,1.0,19.0
118,8,2.0,7.0,18.0,3.0
118,9,56.0,3.0,18.0,48.0
118,10,51.0,6.0,19.0,23.0
118,11,48.0,18.0,15.0,26.0
118,12,6.0,12.0,30.0,2.0
118,13,53.0,12.0,54.0,59.0
118,14,57.0,12.0,18.0,10.0
118,15,7.0,12.0,28.0,58.0
118,16,47.0,24.0,21.0,2.0
118,17,14.0,6.0,28.0,2.0
118,18,5.0,12.0,32.0,59.0
118,19,54.0,19.0,42.0,59.0
118,20,22.0,24.0,36.0,9.0
118,21,33.0,18.0,48.0,6.0
118,22,47.0,6.0,5.0,20.0
118,23,6.0,12.0,1.0,53.0
118,24,7.0,6.0,14.0,2.0
118,25,46.0,12.0,8.0,30.0
119,1,55.0,8.0,24.0,15.0
119,2,7.0,0.0,47.0,2.0
119,3,9.0,0.0,43.0,2.0
119,4,0.0,4.0,0.0,28.0
119,5,22.5,24.0,36.0,59.5
119,6,40.0,6.0,48.0,30.0
119,7,45.0,6.0,1.0,19.0
119,8,2.0,7.0,18.0,3.0
119,9,56.0,3.0,18.0,48.0
119,10,51.0,6.0,19.0,23.0
119,11,48.0,18.0,15.0,26.0
119,12,6.0,12.0,30.0,2.0
119,13,53.0,12.0,53.5,59.5
119,14,57.0,12.0,18.0,10.0
119,15,7.0,12.0,28.0,58.0
119,16,47.0,24.0,21.0,2.0
119,17,14.0,6.0,28.0,2.0
119,18,5.0,12.0,32.0,59.0
119,19,54.0,19.5,42.0,59.5
119,20,22.0,24.0,36.0,9.0
119,21,33.0,18.0,48.0,6.0
119,22,47.0,6.0,5.0,20.0
119,23,6.0,12.0,1.0,53.0
119,24,7.0,6.0,14.0,2.0
119,25,46.0,12.0,8.0,30.0
120,1,55.0,8.0,24.0,15.0
120,2,7.0,0.0,47.0,2.0
120,3,9.0,0.0,43.0,2.0
120,4,0.0,4.0,0.0,28.0
120,5,22.0,24.0,36.0,60.0
120,6,40.0,6.0,48.0,30.0
120,7,45.0,6.0,1.0,19.0
120,8,2.0,7.0,18.0,3.0
120,9,56.0,3.0,18.0,48.0
120,10,51.0,6.0,19.0,23.0
120,11,48.0,18.0,15.0,26.0
120,12,6.0,12.0,30.0,2.0
120,13,53.0,12.0,53.0,60.0
120,14,57.0,12.0,18.0,10.0
120,15,7.0,12.0,28.0,58.0
120,16,47.0,24.0,21.0,2.0
120,17,14.0,6.0,28.0,2.0
120,18,5.0,12.0,32.0,59.0
120,19,54.0,20.0,42.0,60.0
120,20,22.0,24.0,36.0,9.0
120,21,33.0,18.0,48.0,6.0
120,22,47.0,6.0,5.0,20.0
120,23,6.0,12.0,1.0,53.0
120,24,7.0,6.0,14.0,2.0
120,25,46.0,12.0,8.0,30.0
121,1,55.0,8.0,24.0,15.0
121,2,7.0,0.0,47.0,2.0
121,3,9.0,0.0,43.0,2.0
121,4,0.0,4.0,0.0,28.0
121,5,21.5,24.0,36.0,60.5
121,6,40.0,6.0,48.0,30.0
121,7,45.0,6.0,1.0,19.0
121,8,2.0,7.0,18.0,3.0
121,9,56.0,3.0,18.0,48.0
121,10,51.0,6.0,19.0,23.0
121,11,48.0,18.0,15.0,26.0
121,12,6.0,12.0,30.0,2.0
121,13,53.0,12.0,52.5,60.5
121,14,57.0,12.0,18.0,10.0
121,15,7.0,12.0,28.0,58.0
121,16,47.0,24.0,21.0,2.0
121,17,14.0,6.0,28.0,2.0
121,18,5.0,12.0,32.0,59.0
121,19,54.0,20.5,42.0,60.5
121,20,22.0,24.0,36.0,9.0
121,21,33.0,18.0,48.0,6.0
121,22,47.0,6.0,5.0,20.0
121,23,6.0,12.0,1.0,53.0
121,24,7.0,6.0,14.0,2.0
121,25,46.0,12.0,8.0,30.0
122,1,55.0,8.0,24.0,15.0
122,2,7.0,0.0,47.0,2.0
122,3,9.0,0.0,43.0,2.0
122,4,0.0,4.0,0.0,28.0
122,5,21.0,24.0,36.0,61.0
122,6,40.0,6.0,48.0,30.0
122,7,45.0,6.0,1.0,19.0
122,8,2.0,7.0,18.0,3.0
122,9,56.0,3.0,18.0,48.0
122,10,51.0,6.0,19.0,23.0
122,11,48.0,18.0,15.0,26.0
122,12,6.0,12.0,30.0,2.0
122,13,53.0,12.0,52.0,61.0
122,14,57.0,12.0,18.0,10.0
122,15,7.0,12.0,28.0,58.0
122,16,47.0,24.0,21.0,2.0
122,17,14.0,6.0,28.0,2.0
122,18,5.0,12.0,32.0,59.0
122,19,54.0,21.0,42.0,61.0
122,20,22.0,24.0,36.0,9.0
122,21,33.0,18.0,48.0,6.0
122,22,47.0,6.0,5.0,20.0
122,23,6.0,12.0,1.0,53.0
122,24,7.0,6.0,14.0,2.0
122,25,46.0,12.0,8.0,30.0
123,1,55.0,8.0,24.0,15.0
123,2,7.0,0.0,47.0,2.0
123,3,9.0,0.0,43.0,2.0
123,4,0.0,4.0,0.0,28.0
123,5,20.5,24.0,36.0,61.5
123,6,40.0,6.0,48.0,30.0
123,7,45.0,6.0,1.0,19.0
123,8,2.0,7.0,18.0,3.0
123,9,56.0,3.0,18.0,48.0
123,10,51.0,6.0,19.0,23.0
123,11,48.0,18.0,15.0,26.0
123,12,6.0,12.0,30.0,2.0
123,13,53.0,12.0,51.5,61.5
123,14,57.0,12.0,18.0,10.0
123,15,7.0,12.0,28.0,58.0
123,16,47.0,24.0,21.0,2.0
123,17,14.0,6.0,28.0,2.0
123,18,5.0,12.0,32.0,59.0
123,19,54.0,21.5,42.0,61.5
123,20,22.0,24.0,36.0,9.0
123,21,33.0,18.0,48.0,6.0
123,22,47.0,6.0,5.0,20.0
123,23,6.0,12.0,1.0,53.0
123,24,7.0,6.0,14.0,2.0
123,25,46.0,12.0,8.0,30.0
124,1,55.0,8.0,24.0,15.0
124,2,7.0,0.0,47.0,2.0
124,3,9.0,0.0,43.0,2.0
124,4,0.0,4.0,0.0,28.0
124,5,20.0,24.0,36.0,62.0
124,6,40.0,6.0,48.0,30.0
124,7,45.0,6.0,1.0,19.0
124,8,2.0,7.0,18.0,3.0
124,9,56.0,3.0,18.0,48.0
124,10,51.0,6.0,19.0,23.0
124,11,48.0,18.0,15.0,26.0
124,12,6.0,12.0,30.0,2.0
124,13,53.0,12.0,51.0,62.0
124,14,57.0,12.0,18.0,10.0
124,15,7.0,12.0,28.0,58.0
124,16,47.0,24.0,21.0,2.0
124,17,14.0,6.0,28.0,2.0
124,18,5.0,12.0,32.0,59.0
124,19,54.0,22.0,42.0,62.0
124,20,22.0,24.0,36.0,9.0
124,21,33.0,18.0,48.0,6.0
124,22,47.0,6.0,5.0,20.0
124,23,6.0,12.0,1.0,53.0
124,24,7.0,6.0,14.0,2.0
124,25,46.0,12.0,8.0,30.0
125,1,55.0,8.0,24.0,15.0
125,2,7.0,0.0,47.0,2.0
125,3,9.0,0.0,43.0,2.0
125,4,0.0,4.0,0.0,28.0
125,5,19.5,24.0,36.0,62.5
125,6,40.0,6.0,48.0,30.0
125,7,45.0,6.0,1.0,19.0
125,8,2.0,7.0,18.0,3.0
125,9,56.0,3.0,18.0,48.0
125,10,51.0,6.0,19.0,23.0
125,11,48.0,18.0,15.0,26.0
125,12,6.0,12.0,30.0,2.0
125,13,53.0,12.0,51.0,62.0
125,14,57.0,12.0,18.0,10.0
125,15,7.0,12.0,28.0,58.0
125,16,47.0,24.0,21.0,2.0
125,17,14.0,6.0,28.0,2.0
125,18,5.0,12.0,32.0,59.0
125,19,54.0,22.5,42.0,62.5
125,20,22.0,24.0,36.0,9.0
125,21,33.0,18.0,48.0,6.0
125,22,47.0,6.0,5.0,20.0
125,23,6.0,12.0,1.0,53.0
125,24,7.0,6.0,14.0,2.0
125,25,46.0,12.0,8.0,30.0
126,1,55.0,8.0,24.0,15.0
126,2,7.0,0.0,47.0,2.0
126,3,9.0,0.0,43.0,2.0
126,4,0.0,4.0,0.0,28.0
126,5,19.0,24.0,36.0,63.0
126,6,40.0,6.0,48.0,30.0
126,7,45.0,6.0,1.0,19.0
126,8,2.0,7.0,18.0,3.0
126,9,56.0,3.0,18.0,48.0
126,10,51.0,6.0,19.0,23.0
126,11,48.0,18.0,15.0,26.0
126,12,6.0,12.0,30.0,2.0
126,13,53.0,12.0,51.0,62.0
126,14,57.0,12.0,18.0,10.0
126,15,7.0,12.0,28.0,58.0
126,16,47.0,24.0,21.0,2.0
126,17,14.0,6.0,28.0,2.0
126,18,5.0,12.0,32.0,59.0
126,19,54.0,23.0,42.0,63.0
126,20,22.0,24.0,36.0,9.0
126,21,33.0,18.0,48.0,6.0
126,22,47.0,6.0,5.0,20.0
126,23,6.0,12.0,1.0,53.0
126,24,7.0,6.0,14.0,2.0
126,25,46.0,12.0,8.0,30.0
127,1,55.0,8.0,24.0,15.0
127,2,7.0,0.0,47.0,2.0
127,3,9.0,0.0,43.0,2.0
127,4,0.0,4.0,0.0,28.0
127,5,18.5,24.0,36.0,63.5
127,6,40.0,6.0,48.0,30.0
127,7,45.0,6.0,1.0,19.0
127,8,2.0,7.0,18.0,3.0
127,9,56.0,3.0,18.0,48.0
127,10,51.0,6.0,19.0,23.0
127,11,48.0,18.0,15.0,26.0
127,12,6.0,12.0,30.0,2.0
127,13,53.0,12.0,51.0,62.0
127,14,57.0,12.0,18.0,10.0
127,15,7.0,12.0,28.0,58.0
127,16,47.0,24.0,21.0,2.0
127,17,14.0,6.0,28.0,2.0
127,18,5.0,12.0,32.0,59.0
127,19,54.0,23.5,42.0,63.5
127,20,22.0,24.0,36.0,9.0
127,21,33.0,18.0,48.0,6.0
127,22,47.0,6.0,5.0,20.0
127,23,6.0,12.0,1.0,53.0
127,24,7.0,6.0,14.0,2.0
127,25,46.0,12.0,8.0,30.0
128,1,55.0,8.0,24.0,15.0
128,2,7.0,0.0,47.0,2.0
128,3,9.0,0.0,43.0,2.0
128,4,0.0,4.0,0.0,28.0
128,5,18.0,24.0,36.0,64.0
128,6,40.0,6.0,48.0,30.0
128,7,45.0,6.0,1.0,19.0
128,8,2.0,7.0,18.0,3.0
128,9,56.0,3.0,18.0,48.0
128,10,51.0,6.0,19.0,23.0
128,11,48.0,18.0,15.0,26.0
128,12,6.0,12.0,30.0,2.0
128,13,53.0,12.0,51.0,62.0
128,14,57.0,12.0,18.0,10.0
128,15,7.0,12.0,28.0,58.0
128,16,47.0,24.0,21.0,2.0
128,17,14.0,6.0,28.0,2.0
128,18,5.0,12.0,32.0,59.0
128,19,54.0,24.0,42.0,64.0
128,20,22.0,24.0,36.0,9.0
128,21,33.0,18.0,48.0,6.0
128,22,47.0,6.0,5.0,20.0
128,23,6.0,12.0,1.0,53.0
128,24,7.0,6.0,14.0,2.0
128,25,46.0,12.0,8.0,30.0
129,1,55.0,8.0,24.0,15.0
129,2,7.0,0.0,47.0,2.0
129,3,9.0,0.0,43.0,2.0
129,4,0.0,4.0,0.0,28.0
129,5,17.5,24.0,36.0,64.5
129,6,40.0,6.0,48.0,30.0
129,7,45.0,6.0,1.0,19.0
129,8,2.0,7.0,18.0,3.0
129,9,56.0,3.0,18.0,48.0
129,10,51.0,6.0,19.0,23.0
129,11,48.0,18.0,15.0,26.0
129,12,6.0,12.0,30.0,2.0
129,13,53.0,12.0,51.0,62.0
129,14,57.0,12.0,18.0,10.0
129,15,7.0,12.0,28.0,58.0
129,16,47.0,24.0,21.0,2.0
129,17,14.0,6.0,28.0,2.0
129,18,5.0,12.0,32.0,59.0
129,19,54.0,24.0,41.5,64.5
129,20,22.0,24.0,36.0,9.0
129,21,33.0,18.0,48.0,6.0
129,22,47.0,6.0,5.0,20.0
129,23,6.0,12.0,1.0,53.0
129,24,7.0,6.0,14.0,2.0
129,25,46.0,12.0,8.0,30.0
130,1,55.0,8.0,24.0,15.0
130,2,7.0,0.0,47.0,2.0
130,3,9.0,0.0,43.0,2.0
130,4,0.0,4.0,0.0,28.0
130,5,17.0,24.0,36.0,65.0
130,6,40.0,6.0,48.0,30.0
130,7,45.0,6.0,1.0,19.0
130,8,2.0,7.0,18.0,3.0
130,9,56.0,3.0,18.0,48.0
130,10,51.0,6.0,19.0,23.0
130,11,48.0,18.0,15.0,26.0
130,12,6.0,12.0,30.0,2.0
130,13,53.0,12.0,51.0,62.0
130,14,57.0,12.0,18.0,10.0
130,15,7.0,12.0,28.0,58.0
130,16,47.0,24.0,21.0,2.0
130,17,14.0,6.0,28.0,2.0
130,18,5.0,12.0,32.0,59.0
130,19,54.0,24.0,41.0,65.0
130,20,22.0,24.0,36.0,9.0
130,21,33.0,18.0,48.0,6.0
130,22,47.0,6.0,5.0,20.0
130,23,6.0,12.0,1.0,53.0
130,24,7.0,6.0,14.0,2.0
130,25,46.0,12.0,8.0,30.0
131,1,55.0,8.0,24.0,15.0
131,2,7.0,0.0,47.0,2.0
131,3,9.0,0.0,43.0,2.0
131,4,0.0,4.0,0.0,28.0
131,5,16.5,24.0,36.0,65.5
131,6,40.0,6.0,48.0,30.0
131,7,45.0,6.0,1.0,19.0
131,8,2.0,7.0,18.0,3.0
131,9,56.0,3.0,18.0,48.0
131,10,51.0,6.0,19.0,23.0
131,11,48.0,18.0,15.0,26.0
131,12,6.0,12.0,30.0,2.0
131,13,53.0,12.0,51.0,62.0
131,14,57.0,12.0,18.0,10.0
131,15,7.0,12.0,28.0,58.0
131,16,47.0,24.0,21.0,2.0
131,17,14.0,6.0,28.0,2.0
131,18,5.0,12.0,32.0,59.0
131,19,54.0,24.0,40.5,65.5
131,20,22.0,24.0,36.0,9.0
131,21,33.0,18.0,48.0,6.0
131,22,47.0,6.0,5.0,20.0
131,23,6.0,12.0,1.0,53.0
131,24,7.0,6.0,14.0,2.0
131,25,46.0,12.0,8.0,30.0
132,1,55.0,8.0,24.0,15.0
132,2,7.0,0.0,47.0,2.0
132,3,9.0,0.0,43.0,2.0
132,4,0.0,4.0,0.0,28.0
132,5,16.0,24.0,36.0,66.0
132,6,40.0,6.0,48.0,30.0
132,7,45.0,6.0,1.0,19.0
132,8,2.0,7.0,18.0,3.0
132,9,56.0,3.0,18.0,48.0
132,10,51.0,6.0,19.0,23.0
132,11,48.0,18.0,15.0,26.0
132,12,6.0,12.0,30.0,2.0
132,13,53.0,12.0,51.0,62.0
132,14,57.0,12.0,18.0,10.0
132,15,7.0,12.0,28.0,58.0
132,16,47.0,24.0,21.0,2.0
132,17,14.0,6.0,28.0,2.0
132,18,5.0,12.0,32.0,59.0
132,19,54.0,24.0,40.0,66.0
132,20,22.0,24.0,36.0,9.0
132,21,33.0,18.0,48.0,6.0
132,22,47.0,6.0,5.0,20.0
132,23,6.0,12.0,1.0,53.0
132,24,7.0,6.0,14.0,2.0
132,25,46.0,12.0,8.0,30.0
133,1,55.0,8.0,24.0,15.0
133,2,7.0,0.0,47.0,2.0
133,3,9.0,0.0,43.0,2.0
133,4,0.0,4.0,0.0,28.0
133,5,15.5,24.0,36.0,66.5
133,6,40.0,6.0,48.0,30.0
133,7,45.0,6.0,1.0,19.0
133,8,2.0,7.0,18.0,3.0
133,9,56.0,3.0,18.0,48.0
133,10,51.0,6.0,19.0,23.0
133,11,48.0,18.0,15.0,26.0
133,12,6.0,12.0,30.0,2.0
133,13,53.0,12.0,51.0,62.0
133,14,57.0,12.0,18.0,10.0
133,15,7.0,12.0,28.0,58.0
133,16,47.0,24.0,21.0,2.0
133,17,14.0,6.0,28.0,2.0
133,18,5.0,12.0,32.0,59.0
133,19,54.0,24.0,39.5,66.5
133,20,22.0,24.0,36.0,9.0
133,21,33.0,18.0,48.0,6.0
133,22,47.0,6.0,5.0,20.0
133,23,6.0,12.0,1.0,53.0
133,24,7.0,6.0,14.0,2.0
133,25,46.0,12.0,8.0,30.0
134,1,55.0,8.0,24.0,15.0
134,2,7.0,0.0,47.0,2.0
134,3,9.0,0.0,43.0,2.0
134,4,0.0,4.0,0.0,28.0
134,5,15.0,24.0,36.0,67.0
134,6,40.0,6.0,48.0,30.0
134,7,45.0,6.0,1.0,19.0
134,8,2.0,7.0,18.0,3.0
134,9,56.0,3.0,18.0,48.0
134,10,51.0,6.0,19.0,23.0
134,11,48.0,18.0,15.0,26.0
134,12,6.0,12.0,30.0,2.0
134,13,53.0,12.0,51.0,62.0
134,14,57.0,12.0,18.0,10.0
134,15,7.0,12.0,28.0,58.0
134,16,47.0,24.0,21.0,2.0
134,17,14.0,6.0,28.0,2.0
134,18,5.0,12.0,32.0,59.0
134,19,54.0,24.0,39.0,67.0
134,20,22.0,24.0,36.0,9.0
134,21,33.0,18.0,48.0,6.0
134,22,47.0,6.0,5.0,20.0
134,23,6.0,12.0,1.0,53.0
134,24,7.0,6.0,14.0,2.0
134,25,46.0,12.0,8.0,30.0
135,1,55.0,8.0,24.0,15.0
135,2,7.0,0.0,47.0,2.0
135,3,9.0,0.0,43.0,2.0
135,4,0.0,4.0,0.0,28.0
135,5,14.5,24.0,36.0,67.5
135,6,40.0,6.0,48.0,30.0
135,7,45.0,6.0,1.0,19.0
135,8,2.0,7.0,18.0,3.0
135,9,56.0,3.0,18.0,48.0
135,10,51.0,6.0,19.0,23.0
135,11,48.0,18.0,15.0,26.0
135,12,6.0,12.0,30.0,2.0
135,13,53.0,12.0,51.0,62.0
135,14,57.0,12.0,18.0,10.0
135,15,7.0,12.0,28.0,58.0
135,16,47.0,24.0,21.0,2.0
135,17,14.0,6.0,28.0,2.0
135,18,5.0,12.0,32.0,59.0
135,19,54.0,24.0,39.0,67.0
135,20,22.0,24.0,36.0,9.0
135,21,33.0,18.0,48.0,6.0
135,22,47.0,6.0,5.0,20.0
135,23,6.0,12.0,1.0,53.0
135,24,7.0,6.0,14.0,2.0
135,25,46.0,12.0,8.0,30.0
